Country of Registration;CFR;UVI;Event;Event Start Date;Event End Date;Registration Number;External marking;Name of vessel;Place of registration;Place of registration name;IRCS;IRCS indicator;Licence indicator;VMS indicator;ERS indicator;ERS Exempt indicator;AIS indicator;MMSI;Vessel Type;Main fishing gear;Subsidiary fishing gear 1;Subsidiary fishing gear 2;Subsidiary fishing gear 3;Subsidiary fishing gear 4;Subsidiary fishing gear 5;LOA;LBP;Tonnage GT;Other tonnage;GTs;Power of main engine;Power of auxiliary engine;Hull material;Date of entry into service;Segment;Country of importation/exportation;Type of export;Public aid;Year of construction
SWE;SWE000009718;;MOD;2020-11-30;2100-12-31;SFC9611;ON13;No name;288;;SFC9611;Y;Y;N;N;;N;;FX;FPO;FPO;;;;;5.13;0.00;0.23;0.00;0.00;36.77;0.00;3;2011-07-11;MFL;;;PA;2004-01-01
SWE;SWE000009722;;MOD;2023-04-24;2100-12-31;SFC9648;LL94;SOFIA;SEHUN;Hunnebostrand;SFC9648;Y;Y;N;N;N;N;;FX;FPO;FPO;;;;;8.95;0.00;6.83;0.00;0.00;62.52;0.00;3;2011-08-31;MFL;;;PA;1988-01-01
SWE;SWE000009723;;MOD;2020-11-30;2100-12-31;SFC9615;GG219;No name;520;;SFC9615;Y;Y;N;N;;N;;FX;FPO;FPO;;;;;7.15;0.00;2.94;0.00;0.00;73.55;0.00;3;2011-07-19;MFL;;;PA;1985-01-01
SWE;SWE000009724;;MOD;2020-05-07;2100-12-31;SFC9614;SD370;KARIN;711;;SFC9614;Y;Y;N;N;;N;;FX;FPO;LTL;;;;;7.35;0.00;2.97;0.00;0.00;37.51;0.00;3;2011-07-19;MFL;;;PA;1981-01-01
SWE;SWE000009727;;MOD;2020-11-30;2100-12-31;SFC9651;KA48;No name;391;;SFC9651;Y;Y;N;N;;N;;FX;FPO;FPO;;;;;4.95;0.00;0.75;0.00;0.00;22.06;0.00;3;2011-09-09;MFL;;;PA;1985-01-01
SWE;SWE000009734;;MOD;2023-06-28;2100-12-31;SFC9628;PÅ12;No name;SEPIT;Piteå;SFC9628;Y;Y;N;N;N;N;;FX;FPO;GNS;;;;;6.05;0.00;1.43;0.00;0.00;44.13;0.00;3;2011-07-27;MFL;;;PA;2011-01-01
SWE;SWE000009739;;MOD;2022-06-13;2100-12-31;SFC9659;UÅ7;No name;SEHLD;Holmsund;SFC9659;Y;Y;N;N;;N;;FX;FPO;GNS;;;;;4.97;0.00;1.11;0.00;0.00;44.00;0.00;3;2011-09-16;MFL;;;PA;2010-01-01
SWE;SWE000009742;;MOD;2019-04-12;2100-12-31;SFC9652;NRG113;ELISE III;220;Greece;SFC9652;Y;Y;N;N;;N;;FX;FPO;NO;;;;;4.70;0.00;0.15;0.00;0.00;11.03;0.00;3;2011-09-12;MFL;;;PA;1986-01-01
SWE;SWE000009744;;MOD;2022-08-25;2100-12-31;SFC9647;GG142;LEANN;SEVGO;Vrångö;SFC9647;Y;Y;N;N;;N;;FX;LTL;FPO;;;;;8.23;0.00;2.92;0.00;0.00;55.16;0.00;3;2011-08-30;MFL;;;PA;1989-01-01
SWE;SWE000009746;;MOD;2023-02-14;2100-12-31;SFC9683;ON141;No name;SERUO;Runnö;SFC9683;Y;Y;N;N;N;N;;FX;FPO;FPO;;;;;4.95;0.00;0.82;0.00;0.00;14.71;0.00;3;2011-10-12;MFL;;;PA;1983-01-01
SWE;SWE000009752;;MOD;2020-11-30;2100-12-31;SFC9689;ON9;No name;240;Greece;SFC9689;Y;Y;N;N;;N;;FX;FPO;FPO;;;;;5.22;0.00;1.69;0.00;0.00;13.40;0.00;1;2011-10-13;MFL;;;PA;1970-01-01
SWE;SWE000009754;;MOD;2020-11-30;2100-12-31;SFC9691;KA3;No name;346;;SFC9691;Y;Y;N;N;;N;;FX;GNS;GNS;;;;;5.40;0.00;1.38;0.00;0.00;6.00;0.00;3;2011-10-14;MFL;;;PA;1978-01-01
SWE;SWE000009775;;MOD;2021-11-29;2100-12-31;SFC9696;NRG26;No name;SEGR3;Gryt;SFC9696;Y;Y;N;N;;N;;FX;FPO;FPO;;;;;4.20;0.00;0.11;0.00;0.00;18.39;0.00;3;2011-10-19;MFL;;;PA;1985-01-01
SWE;SWE000009779;;MOD;2022-06-21;2100-12-31;SFC9727;ÖK5;No name;SEHUS;Husum;SFC9727;Y;Y;N;N;;N;;FX;FPO;GNS;;;;;4.92;0.00;0.80;0.00;0.00;29.00;0.00;3;2011-12-21;MFL;;;PA;1981-01-01
SWE;SWE000009780;;MOD;2024-02-18;2100-12-31;SFC9713;VY76;BOKÖLAND;SESLI;Slite;SFC9713;Y;Y;N;N;N;Y;265002320;FX;OTB;OTM;;;;;11.95;0.00;19.34;0.00;0.00;162.55;0.00;2;2011-11-16;MFL;;;PA;1982-01-01
SWE;SWE000009786;;MOD;2020-05-07;2100-12-31;SFC9720;SM81;KAP 83;3;;SFC9720;Y;Y;N;N;;N;;FX;FPO;GNS;;;;;5.40;0.00;0.23;0.00;0.00;13.24;0.00;2;2011-12-07;MFL;;;PA;1983-01-01
SWE;SWE000009789;;MOD;2022-01-22;2100-12-31;SFC9722;UÅ19;No name;SEHLD;Holmsund;SFC9722;Y;Y;N;N;;N;;FX;GNS;FPO;;;;;4.45;0.00;0.26;0.00;0.00;7.28;0.00;1;2011-12-19;MFL;;;PA;1986-01-01
SWE;SWE000009794;;MOD;2024-01-06;2100-12-31;SFC9744;KN8;SIGNE;SEKAN;Karlshamn;SFC9744;Y;N;N;N;N;N;;FX;FPO;GNS;;;;;4.45;0.00;0.63;0.00;0.00;22.06;0.00;3;2012-02-14;MFL;;;PA;1975-01-01
SWE;SWE000009796;;MOD;2015-06-25;2100-12-31;SFC9706;SIN13;HÄLLEVIK;428;;SFC9706;Y;Y;N;;;;;FX;FPO;NO;;;;;5.50;0.00;0.96;0.00;0.00;7.35;0.00;1;2011-11-07;MFL;;;PA;1965-01-01
SWE;SWE000009797;;MOD;2021-01-11;2100-12-31;SFC9756;UÅ39;No name;SEBYA;Bygdeå;SFC9756;Y;Y;N;N;;N;;FX;GNS;GNS;;;;;4.65;0.00;0.83;0.00;0.00;18.39;0.00;3;2012-02-27;MFL;;;PA;1990-01-01
SWE;SWE000009798;;MOD;2022-05-16;2100-12-31;SFC9751;LL24;EJA;SEGAO;Gåsö;SFC9751;Y;Y;N;N;;N;;FX;FPO;NO;;;;;6.70;0.00;1.40;0.00;0.00;16.18;0.00;1;2012-02-24;MFL;;;PA;1960-01-01
SWE;SWE000009800;;MOD;2023-05-22;2100-12-31;SFC9755;HND2;No name;SEBNM;Bondhamn;SFC9755;Y;Y;N;N;N;N;;FX;FPO;GNS;;;;;7.00;0.00;1.45;0.00;0.00;55.16;0.00;3;2012-02-27;MFL;;;PA;2007-01-01
SWE;SWE000009802;;MOD;2024-03-09;2100-12-31;SFC9764;GG65;CORIOLA;SEOCO;Öckerö;SFC9764;Y;Y;N;N;N;Y;265691740;FX;GND;FPO;;;;;8.40;0.00;3.29;0.00;0.00;110.32;0.00;3;2012-03-12;MFL;;;PA;1985-01-01
SWE;SWE000009803;;MOD;2020-11-30;2100-12-31;SFC9766;SG2;No name;361;;SFC9766;Y;Y;N;N;;N;;FX;FPO;NO;;;;;6.60;0.00;1.97;0.00;0.00;14.00;0.00;1;2012-03-20;MFL;;;PA;1967-01-01
SWE;SWE000009805;;MOD;2021-11-12;2100-12-31;SFC5051;NRG11;No name;SEUVH;Uvmarö Hamn ;SFC5051;Y;Y;N;N;;N;;FX;FPO;NO;;;;;5.00;0.00;0.64;0.00;0.00;29.42;0.00;3;2012-04-05;MFL;;;PA;1992-01-01
SWE;SWE000009807;;MOD;2022-09-01;2100-12-31;SFC9609;SM48;GRYM;;;SFC9609;Y;Y;N;N;;N;;FX;FPO;NO;;;;;5.74;0.00;1.58;0.00;0.00;84.58;0.00;2;2011-07-06;MFL;;;PA;2011-01-01
SWE;SWE000009808;;MOD;2024-01-11;2100-12-31;SFC9778;VK3;MARI II;SELOF;Loftahammar;SFC9778;Y;Y;N;N;N;N;;FX;FPO;GNS;;;;;4.70;0.00;0.42;0.00;0.00;22.06;0.00;3;2012-04-18;MFL;;;PA;1995-01-01
SWE;SWE000009814;;MOD;2020-11-30;2100-12-31;SFC9768;SL13;No name;546;;SFC9768;Y;Y;N;N;;N;;FX;FPO;NO;;;;;5.60;0.00;1.08;0.00;0.00;33.10;0.00;3;2012-03-23;MFL;;;PA;1986-01-01
SWE;SWE000009815;;MOD;2020-05-07;2100-12-31;SFC9739;HA79;NORDANVIND;940;;SFC9739;Y;Y;N;N;;N;;FX;GNS;GNS;;;;;6.10;0.00;0.46;0.00;0.00;36.77;0.00;3;2012-02-06;MFL;;;PA;1989-01-01
SWE;SWE000009820;;MOD;2024-04-19;2100-12-31;SFC9807;VG4;ASTERIX;SETRE;Träslövsläge;SFC9807;Y;Y;N;N;N;Y;265696090;FX;FPO;LTL;;;;;11.31;0.00;7.01;0.00;0.00;313.00;0.00;3;2012-05-21;MFL;;;PA;2009-01-01
SWE;SWE000009821;;MOD;2022-06-09;2100-12-31;SFC9809;LL27;GULLMARSFJORD;SEFBK;Fiskebäckskil;SFC9809;Y;Y;N;N;;N;;FX;FPO;FPO;;;;;10.65;0.00;7.62;0.00;0.00;213.29;0.00;3;2012-05-25;MFL;;;PA;2012-01-01
SWE;SWE000009831;;MOD;2020-11-30;2100-12-31;SFC9838;KR17;No name;245;Greece;SFC9838;Y;Y;N;N;;N;;FX;FPO;NO;;;;;5.36;0.00;0.68;0.00;0.00;29.42;0.00;3;2012-07-04;MFL;;;PA;1978-01-01
SWE;SWE000009833;;MOD;2023-11-16;2100-12-31;SFC9848;ÅS1;FRISEBODA;SEFRB;Friseboda;SFC9848;Y;Y;N;N;N;N;;FX;FPO;NO;;;;;4.96;0.00;0.74;0.00;0.00;14.71;0.00;3;2012-07-12;MFL;;;PA;1975-01-01
SWE;SWE000009835;;MOD;2024-03-08;2100-12-31;SHWB;LÅ18;NOVA AF LULEÅ;SELLA;Luleå;SHWB;Y;N;Y;Y;N;Y;266412000;FX;PTB;GNS;;;;;13.48;0.00;19.47;0.00;0.00;261.00;0.00;3;2012-08-28;MFL;;;PA;2012-01-01
SWE;SWE000009842;;MOD;2023-11-10;2100-12-31;SFC9850;KA42;ANNE MARIE;SETOH;Torhamn;SFC9850;Y;Y;N;N;N;N;;FX;FPO;FPO;;;;;5.25;0.00;1.09;0.00;0.00;11.03;0.00;3;2012-07-12;MFL;;;PA;1980-01-01
SWE;SWE000009848;;MOD;2024-03-09;2100-12-31;SFC9833;KR22;BORO;SEUNL;Unnestads Läge;SFC9833;Y;Y;N;N;N;Y;265055090;FX;FPO;NO;;;;;4.54;0.00;0.27;0.00;0.00;5.15;0.00;3;2012-07-03;MFL;;;PA;1980-01-01
SWE;SWE000009858;;MOD;2022-05-03;2100-12-31;SFC9887;NRG2;HENRIETTA AF MUNKHOLMEN;SEGR3;Gryt;SFC9887;Y;Y;N;N;;N;;FX;GNS;GNS;;;;;7.50;0.00;1.48;0.00;0.00;25.74;0.00;1;2012-09-14;MFL;;;PA;1990-01-01
SWE;SWE000009874;;MOD;2022-02-15;2100-12-31;SFC9901;HD2;TINA HALMSTAD;SEHAD;Halmstad;SFC9901;Y;Y;N;N;N;N;;FX;GNS;GNS;;;;;6.10;0.00;1.65;0.00;0.00;17.65;0.00;1;2012-11-19;MFL;;;PA;1960-01-01
SWE;SWE000009876;;MOD;2023-09-14;2100-12-31;SFC9909;SD6;CARINA AF HEESTRAND;SEHST;Heestrand;SFC9909;Y;Y;Y;N;N;N;266355000;FX;TBN;FPO;;;;;11.95;0.00;14.96;0.00;0.00;180.00;0.00;3;2012-11-27;MFL;;;PA;1975-01-01
SWE;SWE000009882;;MOD;2024-02-21;2100-12-31;SFC9922;LL89;PAULINE;SESMO;Smögen;SFC9922;Y;Y;N;N;N;Y;265595110;FX;TBN;OTB;;;;;11.88;0.00;23.92;0.00;0.00;173.00;0.00;3;2013-01-30;MFL;;;PA;1987-01-01
SWE;SWE000009885;;MOD;2022-12-01;2100-12-31;SFC9895;VK107;HÄNDELÖN;SEHAP;Händelöp;SFC9895;Y;Y;N;N;;N;;FX;GNS;GNS;;;;;6.90;0.00;2.24;0.00;0.00;22.06;0.00;3;2012-10-03;MFL;;;PA;1980-01-01
SWE;SWE000009890;;MOD;2020-11-30;2100-12-31;SFC9811;SN4;No name;797;;SFC9811;Y;Y;N;N;;N;;FX;FPO;GNS;;;;;6.05;0.00;1.02;0.00;0.00;36.77;0.00;3;2012-05-30;MFL;;;PA;2012-01-01
SWE;SWE000009902;;MOD;2019-04-12;2100-12-31;SFC7380;GG10;ÄRAN;689;;SFC7380;Y;Y;N;N;;N;;FX;GND;FPO;;;;;9.30;0.00;6.13;0.00;0.00;176.52;0.00;3;2012-09-17;MFL;;;PA;2008-01-01
SWE;SWE000009903;;MOD;2024-04-02;2100-12-31;SFC9927;ÅS12;HOMMAN;SEAHU;Åhus;SFC9927;Y;Y;N;N;N;N;;FX;FPO;GNS;;;;;6.00;0.00;0.96;0.00;0.00;7.35;0.00;3;2013-02-13;MFL;;;PA;1977-01-01
SWE;SWE000009913;;MOD;2023-06-28;2100-12-31;SFC9956;UÅ18;No name;SETAF;Täfteå;SFC9956;Y;Y;N;N;N;N;;FX;GNS;NO;;;;;6.40;0.00;1.39;0.00;0.00;44.13;0.00;3;2013-04-26;MFL;;;PA;1990-01-01
SWE;SWE000009914;;CHA;2013-09-01;2100-12-31;SFC9975;LL114;WILMA;703;;SFC9975;Y;Y;N;;;;;FX;FPO;FPO;;;;;4.98;0.00;2.02;0.00;0.00;37.00;0.00;3;2013-05-17;MFL;;;PA;1980-01-01
SWE;SWE000009924;;MOD;2024-03-09;2100-12-31;SFD2010;HA7;MASI;SESRO;Storön;SFD2010;Y;Y;N;N;N;N;;FX;PTB;GNS;;;;;11.99;0.00;10.46;0.00;0.00;353.00;0.00;2;2013-07-16;MFL;;;PA;1984-01-01
SWE;SWE000009929;;MOD;2020-11-30;2100-12-31;SFD2015;SG5;No name;361;;SFD2015;Y;Y;N;N;;N;;FX;FPO;FPO;;;;;4.97;0.00;0.33;0.00;0.00;22.06;0.00;1;2013-08-01;MFL;;;PA;1988-01-01
SWE;SWE000009930;;MOD;2020-11-30;2100-12-31;SFD2013;HG37;No name;474;;SFD2013;Y;Y;N;N;;N;;FX;GNS;GND;;;;;4.65;0.00;0.51;0.00;0.00;20.59;0.00;3;2013-07-19;MFL;;;PA;1983-01-01
SWE;SWE000009933;;MOD;2020-11-30;2100-12-31;SFC9980;NRG30;No name;194;Greece;SFC9980;Y;Y;N;N;;N;;FX;FPO;GNS;;;;;4.20;0.00;0.43;0.00;0.00;14.71;0.00;3;2013-06-10;MFL;;;PA;1974-01-01
SWE;SWE000009934;;MOD;2020-05-07;2100-12-31;SFD2024;KR4;FREJA;992;;SFD2024;Y;Y;N;N;;N;;FX;FPO;GNS;;;;;4.70;0.00;0.29;0.00;0.00;3.75;0.00;3;2013-07-19;MFL;;;PA;1990-01-01
SWE;SWE000009935;;MOD;2020-11-30;2100-12-31;SFD2012;KA21;No name;381;;SFD2012;Y;Y;N;N;;N;;FX;FPO;GNS;;;;;4.25;0.00;0.26;0.00;0.00;11.03;0.00;3;2013-07-18;MFL;;;PA;1992-01-01
SWE;SWE000009939;;MOD;2020-05-07;2100-12-31;SFD2008;KA102;EMMA;346;;SFD2008;Y;Y;N;N;;N;;FX;GNS;GNS;;;;;4.80;0.00;0.67;0.00;0.00;22.06;0.00;2;2013-07-15;MFL;;;PA;2010-01-01
SWE;SWE000009941;;MOD;2020-11-30;2100-12-31;SFD2040;KN22;No name;966;;SFD2040;Y;Y;N;N;;N;;FX;GNS;GNS;;;;;4.90;0.00;1.11;0.00;0.00;44.13;0.00;3;2013-09-17;MFL;;;PA;2010-01-01
SWE;SWE000009943;;MOD;2020-11-30;2100-12-31;SFD2007;KA6;No name;381;;SFD2007;Y;Y;N;N;;N;;FX;FPO;GNS;;;;;4.05;0.00;0.27;0.00;0.00;2.94;0.00;3;2013-07-12;MFL;;;PA;1990-01-01
SWE;SWE000009953;;MOD;2020-11-30;2100-12-31;SFD2000;SL17;No name;494;;SFD2000;Y;Y;N;N;;N;;FX;FPO;GNS;;;;;6.05;0.00;1.30;0.00;0.00;36.77;0.00;3;2013-07-04;MFL;;;PA;1978-01-01
SWE;SWE000009956;;MOD;2020-11-30;2100-12-31;SFD2036;NG14;No name;163;Greece;SFD2036;Y;Y;N;N;;N;;FX;FPO;FPO;;;;;4.60;0.00;0.17;0.00;0.00;18.39;0.00;3;2013-09-04;MFL;;;PA;1972-01-01
SWE;SWE000009959;;MOD;2022-10-12;2100-12-31;SFD2061;KA27;No name;SESEN;Senoren;SFD2061;Y;Y;N;N;;N;;FX;GNS;GNS;;;;;4.25;0.00;0.56;0.00;0.00;22.06;0.00;3;2013-10-30;MFL;;;PA;1985-01-01
SWE;SWE000009960;;MOD;2021-01-18;2100-12-31;SFD2055;ÖK18;No name;SEMA2;Malmön;SFD2055;Y;Y;N;N;;N;;FX;FPO;GNS;;;;;4.98;0.00;1.21;0.00;0.00;29.42;0.00;3;2013-10-16;MFL;;;PA;1987-01-01
SWE;SWE000009961;;MOD;2023-02-03;2100-12-31;SFD2067;KA45;TINA;SEESO;Ekenabben", Sturkö;SFD2067;Y;Y;N;N;N;N;;FX;GNS;GNS;;;;;4.35;0.00;0.17;0.00;0.00;3.68;0.00;3;2013-11-08;MFL;;;PA;1980-01-01
SWE;SWE000009971;;MOD;2023-10-04;2100-12-31;SFC9843;HND15;LINA;SEHND;Härnösand;SFC9843;Y;Y;N;N;N;N;;FX;GNS;GNS;;;;;7.30;0.00;2.31;0.00;0.00;24.00;0.00;3;2012-07-09;MFL;;;PA;1982-01-01
SWE;SWE000009975;;MOD;2020-11-30;2100-12-31;SFD2084;SM49;No name;37;;SFD2084;Y;Y;N;N;;N;;FX;FPO;NO;;;;;4.70;0.00;0.71;0.00;0.00;18.39;0.00;3;2013-12-27;MFL;;;PA;1979-01-01
SWE;SWE000009976;;MOD;2020-11-30;2100-12-31;SFD2083;HA34;No name;934;;SFD2083;Y;Y;N;N;;N;;FX;FPO;GNS;;;;;4.98;0.00;0.81;0.00;0.00;52.00;0.00;3;2013-12-20;MFL;;;PA;1980-01-01
SWE;SWE000009977;;MOD;2022-05-14;2100-12-31;SFD2087;SD10;No name;SEHAV;Havstenssund;SFD2087;Y;Y;N;N;;N;;FX;DRH;FPO;;;;;5.30;0.00;1.10;0.00;0.00;22.06;0.00;3;2014-01-09;MFL;;;PA;1988-01-01
SWE;SWE000009979;;MOD;2022-12-06;2100-12-31;SFD2086;VK20;No name;SEMAO;Marsö", Västervik;SFD2086;Y;Y;N;N;;N;;FX;FPO;FPO;;;;;4.95;0.00;0.58;0.00;0.00;29.42;0.00;3;2014-01-09;MFL;;;PA;1990-01-01
SWE;SWE000009982;;MOD;2024-01-18;2100-12-31;SFD2089;HA32;No name;SEBAT;Båtskärsnäs;SFD2089;Y;Y;N;N;N;N;;FX;FPO;FPO;;;;;4.95;0.00;0.78;0.00;0.00;44.13;0.00;3;2014-01-10;MFL;;;PA;1972-01-01
SWE;SWE000009985;;MOD;2024-05-08;2100-12-31;SFD2091;ON17;No name;SEPAS;Påskallavik;SFD2091;Y;Y;N;N;N;N;;FX;FPO;FPO;;;;;4.60;0.00;0.25;0.00;0.00;11.03;0.00;3;2014-01-14;MFL;;;PA;1987-01-01
SWE;SWE000009987;;MOD;2022-12-06;2100-12-31;SFD2106;KA29;No name;SESUO;Sturkö;SFD2106;Y;Y;N;N;;N;;FX;GNS;GNS;;;;;4.95;0.00;0.58;0.00;0.00;36.80;0.00;3;2014-02-20;MFL;;;PA;1985-01-01
SWE;SWE000009989;;MOD;2020-11-30;2100-12-31;SFD2060;KA128;No name;400;;SFD2060;Y;Y;N;N;;N;;FX;GNS;GNS;;;;;4.35;0.00;0.57;0.00;0.00;22.06;0.00;3;2013-10-28;MFL;;;PA;1990-01-01
SWE;SWE000009994;;MOD;2023-02-02;2100-12-31;SFD2112;HL14;MAJA;SEFJE;Fjäle;SFD2112;Y;Y;N;N;N;N;;FX;GNS;GNS;;;;;4.80;0.00;0.43;0.00;0.00;18.00;0.00;3;2014-03-10;MFL;;;PA;1970-01-01
SWE;SWE000009996;;CHA;2024-04-22;2100-12-31;SFD2121;KA7;JESSI;SESUO;Sturkö;SFD2121;Y;Y;N;N;N;N;;FX;GNS;LHP;;;;;4.98;0.00;0.82;0.00;0.00;36.77;0.00;3;2014-03-31;MFL;;;PA;1995-01-01
SWE;SWE000010002;;MOD;2022-06-15;2100-12-31;SFD2033;UÅ44;No name;SEHLD;Holmsund;SFD2033;Y;Y;N;N;;N;;FX;GNS;GNS;;;;;4.80;0.00;0.80;0.00;0.00;18.39;0.00;3;2013-08-26;MFL;;;PA;1976-01-01
SWE;SWE000010003;;CHA;2014-05-30;2100-12-31;SFD2127;ÖK10;SYDVÄSTEN;861;;SFD2127;Y;Y;N;;;;;FX;GNS;GNS;;;;;8.20;0.00;3.74;0.00;0.00;112.00;0.00;3;2014-04-11;MFL;;;PA;1983-01-01
SWE;SWE000010010;;MOD;2023-11-06;2100-12-31;SFD2131;GG982;IFK;SETRL;Torslanda;SFD2131;Y;Y;N;N;N;N;;FX;FPO;FPO;;;;;4.99;0.00;1.35;0.00;0.00;66.19;0.00;3;2014-04-25;MFL;;;PA;2002-01-01
SWE;SWE000010012;;MOD;2020-11-30;2100-12-31;SFC9732;HA33;No name;757;;SFC9732;Y;Y;N;N;;N;;FX;FPO;GNS;;;;;6.00;0.00;0.77;0.00;0.00;44.13;0.00;3;2012-01-12;MFL;;;PA;1978-01-01
SWE;SWE000010013;;MOD;2020-05-07;2100-12-31;SFD2135;KR5;LILLY;272;Greece;SFD2135;Y;Y;N;N;;N;;FX;FPO;GNS;;;;;4.16;0.00;0.43;0.00;0.00;7.28;0.00;1;2014-05-14;MFL;;;PA;1955-01-01
SWE;SWE000010016;;MOD;2022-12-06;2100-12-31;SFD2140;KN9;BLIXTEN II;SEVTM;Vitemölla;SFD2140;Y;Y;N;N;;N;;FX;FPO;NO;;;;;5.60;0.00;0.65;0.00;0.00;18.39;0.00;3;2014-05-16;MFL;;;PA;1972-01-01
SWE;SWE000010019;;MOD;2024-02-22;2100-12-31;SFD2145;GG60;MOLLY;SERNG;Rönnäng;SFD2145;Y;Y;N;N;N;N;;FX;FPO;FPO;;;;;6.00;0.00;1.10;0.00;0.00;59.00;0.00;3;2014-05-26;MFL;;;PA;1990-01-01
SWE;SWE000010026;;MOD;2023-02-22;2100-12-31;SFD2159;VK94;No name;SEYTB;Ytterby;SFD2159;Y;Y;N;N;N;N;;FX;FPO;GNS;;;;;4.95;0.00;0.58;0.00;0.00;18.39;0.00;3;2014-06-11;MFL;;;PA;1983-01-01
SWE;SWE000010036;;MOD;2019-11-26;2100-12-31;SFD2200;VK30;LILLA BLÅ;283;Greece;SFD2200;Y;Y;N;N;;N;;FX;FPO;FPO;;;;;4.30;0.00;0.44;0.00;0.00;7.30;0.00;3;2014-07-29;MFL;;;PA;1980-01-01
SWE;SWE000010039;;MOD;2023-06-28;2100-12-31;SFD2203;SD23;ALIDA;SEGUH;Gullnäsholmen;SFD2203;Y;Y;N;N;N;N;;FX;FPO;LTL;;;;;7.50;0.00;2.68;0.00;0.00;77.23;0.00;3;2014-08-06;MFL;;;PA;1978-01-01
SWE;SWE000010040;;MOD;2020-11-30;2100-12-31;SFD2209;HA57;No name;941;;SFD2209;Y;Y;N;N;;N;;FX;FPO;GNS;;;;;5.95;0.00;1.22;0.00;0.00;44.13;0.00;3;2014-08-21;MFL;;;PA;2014-01-01
SWE;SWE000010042;;MOD;2024-01-08;2100-12-31;SFD2185;VY10;ELSIE;SESLI;Slite;SFD2185;Y;Y;N;N;N;N;;FX;GNS;GNS;;;;;4.76;0.00;0.39;0.00;0.00;14.71;0.00;3;2014-09-04;MFL;;;PA;1980-01-01
SWE;SWE000010047;;MOD;2022-05-12;2100-12-31;SFD2220;HA47;No name;SEHAA;Haparanda Hamn;SFD2220;Y;Y;N;N;N;N;;FX;FPO;GNS;;;;;6.10;0.00;1.18;0.00;0.00;11.03;0.00;3;2014-09-26;MFL;;;PA;1980-01-01
SWE;SWE000010050;;MOD;2024-01-26;2100-12-31;SFD2226;HA51;No name;SENIA;Nikkala;SFD2226;Y;Y;N;N;N;N;;FX;FPO;FPO;;;;;6.25;0.00;1.23;0.00;0.00;36.77;0.00;3;2014-10-20;MFL;;;PA;1988-01-01
SWE;SWE000010064;;MOD;2020-05-06;2100-12-31;SFD2252;SD116;SARA;679;;SFD2252;Y;Y;N;N;;N;;FX;FPO;FPO;;;;;8.20;0.00;3.70;0.00;0.00;69.00;0.00;3;2015-01-23;MFL;;;PA;1985-01-01
SWE;SWE000010077;;MOD;2023-11-06;2100-12-31;SFD2225;GE20;No name;SENOT;Norrsundet;SFD2225;Y;Y;N;N;N;N;;FX;FPO;FPO;;;;;5.40;0.00;2.13;0.00;0.00;29.42;0.00;3;2014-10-17;MFL;;;PA;1995-01-01
SWE;SWE000010086;;MOD;2022-05-13;2100-12-31;SFD2183;KA20;HOGLAND;SETOH;Torhamn;SFD2183;Y;Y;N;N;;N;;FX;GNS;GNS;;;;;7.92;0.00;3.35;0.00;0.00;40.45;0.00;3;2014-07-08;MFL;;;PA;1977-01-01
SWE;SWE000010089;;CHA;2015-05-19;2100-12-31;SFD2289;GG29;LINN;668;;SFD2289;Y;Y;N;;;;;FX;FPO;FPO;;;;;5.40;0.00;0.74;0.00;0.00;14.71;0.00;3;2015-05-18;MFL;;;PA;1993-01-01
SWE;SWE000010094;;MOD;2020-04-16;2100-12-31;SFD2321;LL14;MOLLY;662;;SFD2321;Y;Y;N;N;;Y;265670730;FX;FPO;GND;;;;;11.98;0.00;13.83;0.00;0.00;147.10;0.00;3;2015-07-07;MFL;;;PA;1993-01-01
SWE;SWE000010099;;MOD;2020-11-30;2100-12-31;SFD2337;UÅ52;No name;868;;SFD2337;Y;Y;N;N;;N;;FX;GNS;GNS;;;;;6.10;0.00;0.66;0.00;0.00;11.00;0.00;3;2015-08-26;MFL;;;PA;1985-01-01
SWE;SWE000010101;;CHA;2015-10-05;2100-12-31;SFD2343;GG1235;IDA;687;;SFD2343;Y;Y;N;;;;;FX;FPO;FPO;;;;;4.95;0.00;0.49;0.00;0.00;14.71;0.00;3;2015-09-10;MFL;;;PA;1983-01-01
SWE;SWE000010106;;MOD;2024-01-23;2100-12-31;SFD2354;GG104;WANDEE;SEVID;Videbergshamn;SFD2354;Y;Y;N;N;N;Y;265812160;FX;GND;TBN;;;;;9.98;0.00;10.28;0.00;0.00;147.00;0.00;1;2015-10-28;MFL;;;PA;2015-01-01
SWE;SWE000010110;;MOD;2022-09-19;2100-12-31;SFD2357;GG787;SKANDIA;SEOCO;Öckerö;SFD2357;Y;Y;N;N;;N;;FX;FPO;FPO;;;;;7.30;0.00;1.51;0.00;0.00;110.00;0.00;3;2015-11-04;MFL;;;PA;2008-01-01
SWE;SWE000010115;;MOD;2020-11-30;2100-12-31;SFD2359;HA2;No name;929;;SFD2359;Y;Y;N;N;;N;;FX;FPO;NO;;;;;6.00;0.00;1.01;0.00;0.00;18.39;0.00;3;2015-11-25;MFL;;;PA;1979-01-01
SWE;SWE000010122;;MOD;2023-06-28;2100-12-31;SFD2378;VY17;VICK;SEKAT;Katthammarsvik;SFD2378;Y;Y;N;N;N;N;;FX;GNS;GNS;;;;;4.43;0.00;0.36;0.00;0.00;4.41;0.00;1;2016-02-18;MFL;;;PA;1952-01-01
